"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2009","2009",2471.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2010","2010",2538.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2011","2011",2594.9,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2012","2012",2716.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2013","2013",2824.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2014","2014",2919,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2015","2015",3007.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2016","2016",3085.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2017","2017",3159.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2018","2018",3239.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2000","2000",500.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2001","2001",516.6,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2002","2002",531.6,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2003","2003",544,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2004","2004",558.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2005","2005",573.6,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2006","2006",587,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2007","2007",600.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2008","2008",615.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2009","2009",631.2,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2010","2010",648,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2011","2011",667.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2012","2012",686,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2013","2013",702.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2014","2014",717.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2015","2015",735,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2016","2016",748.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2017","2017",764.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NLD","Netherlands","2018","2018",778.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2000","2000",1272.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2001","2001",1281.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2002","2002",1289.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2003","2003",1297.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2004","2004",1308.8,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2005","2005",1324.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2006","2006",1341.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2007","2007",1356.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2008","2008",1375.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2009","2009",1399.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2010","2010",1429.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2011","2011",1454.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2012","2012",1510.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2013","2013",1560.8,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2014","2014",1604.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2015","2015",1644.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2016","2016",1679.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2017","2017",1713.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2018","2018",1749.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2000","2000",349,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2001","2001",358.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2002","2002",367.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2003","2003",374.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2004","2004",382.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2005","2005",391.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2006","2006",399,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2007","2007",406,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2008","2008",413.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2009","2009",421.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2010","2010",429.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2011","2011",439.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2012","2012",447.8,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2013","2013",455.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2014","2014",461,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2015","2015",468.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2016","2016",473.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2017","2017",478.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NLD","Netherlands","2018","2018",483.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2000","2000",879.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2001","2001",893.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2002","2002",908.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2003","2003",923.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2004","2004",942.3,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2005","2005",964.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2006","2006",988.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2007","2007",1012.1,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2008","2008",1039,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2009","2009",1072,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2010","2010",1108.6,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2011","2011",1140.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2012","2012",1205.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2013","2013",1263.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2014","2014",1314.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2015","2015",1363.1,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2016","2016",1405.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2017","2017",1446.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2018","2018",1489.7,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2000","2000",151.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2001","2001",158.1,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2002","2002",164.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2003","2003",169.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2004","2004",175.9,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2005","2005",182.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2006","2006",188,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2007","2007",194.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2008","2008",201.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2009","2009",209.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2010","2010",218.3,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2011","2011",228.3,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2012","2012",238.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2013","2013",247.5,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2014","2014",256.1,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2015","2015",266.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2016","2016",275.6,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2017","2017",285.6,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NLD","Netherlands","2018","2018",295.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2000","2000",13.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2001","2001",13.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2002","2002",13.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2003","2003",13.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2004","2004",13.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2005","2005",14,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2006","2006",14.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2007","2007",14.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2008","2008",14.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2009","2009",15,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",15.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",15.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",16.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",16.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",17.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",17.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",18.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",18.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",18.9,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2000","2000",3.1,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2001","2001",3.2,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2002","2002",3.3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2003","2003",3.4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2004","2004",3.4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2005","2005",3.5,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2006","2006",3.6,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2007","2007",3.7,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2008","2008",3.7,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2009","2009",3.8,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",3.9,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",4.1,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",4.2,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",4.3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",4.3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",4.4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",4.5,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",4.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2000","2000",453.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2001","2001",460.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2002","2002",467.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2003","2003",475.7,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2004","2004",484.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2005","2005",496.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2006","2006",511.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2007","2007",525.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2008","2008",535.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2009","2009",548.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2010","2010",563.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2011","2011",580.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2012","2012",603,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2013","2013",626,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2014","2014",650.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2015","2015",674.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2016","2016",698.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2017","2017",723,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2018","2018",747.8,"P","Provisional value"
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2000","2000",107.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2001","2001",112.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2002","2002",116.2,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2003","2003",119.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2004","2004",123.6,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2005","2005",127.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2006","2006",132.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2007","2007",136.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2008","2008",140.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2009","2009",144,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2010","2010",147.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2011","2011",151.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2012","2012",154.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2013","2013",156.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2014","2014",160.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2015","2015",163.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2016","2016",167.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2017","2017",171.4,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","NZL","New Zealand","2018","2018",176.5,"P","Provisional value"
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2000","2000",255.4,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2001","2001",259.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2002","2002",262.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2003","2003",265.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2004","2004",270.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2005","2005",275.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2006","2006",282.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2007","2007",289.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2008","2008",293.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2009","2009",299.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2010","2010",307,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2011","2011",314.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2012","2012",326,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2013","2013",337.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2014","2014",349.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2015","2015",361.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2016","2016",373.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2017","2017",386.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2018","2018",399.4,"P","Provisional value"
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2000","2000",71.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2001","2001",74,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2002","2002",76.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2003","2003",78.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2004","2004",80,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2005","2005",82,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2006","2006",84,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2007","2007",85.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2008","2008",87.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2009","2009",88.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2010","2010",90.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2011","2011",92.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2012","2012",92.9,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2013","2013",93.9,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2014","2014",95.5,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2015","2015",96.5,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2016","2016",98.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2017","2017",100.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","NZL","New Zealand","2018","2018",103,"P","Provisional value"
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2000","2000",198,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2001","2001",201.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2002","2002",205.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2003","2003",209.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2004","2004",214.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2005","2005",220.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2006","2006",229,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2007","2007",236.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2008","2008",241.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2009","2009",248.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2010","2010",256.4,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2011","2011",265.1,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2012","2012",276.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2013","2013",288.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2014","2014",300.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2015","2015",312.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2016","2016",324.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2017","2017",337,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2018","2018",348.5,"P","Provisional value"
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2000","2000",36.5,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2001","2001",38.3,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2002","2002",40,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2003","2003",41.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2004","2004",43.6,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2005","2005",45.9,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2006","2006",48.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2007","2007",50.6,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","NZL","New Zealand","2008","2008",53,,
